place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Teatro Alibert	Teatro Alibert	bygget i begyndelsen af 1700-tallet på Via Margutta og nedbrændt i 1863. Det var det største teater i Rom i sin tid og berømt bl.a. for sine karnevalsballer.	1842	1842	14	En Digters Bazar	335	1	v14:335 (1842)	high	in-register	place-000058
Tenedos	Tenedos	ø ud for Troja (tyrkisk Bozcaada); se kort over Tyrkiet. I Iliaden gemmer den græske flåde sig bag øen, for at få trojanerne til at tro, de er flygtet.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	high	se-kort+head-noun+place-type	
Terni	Terni	se kort.	1842	1842	14	En Digters Bazar	281	1	v14:281 (1842)	high	in-register+se-kort	geo-3165771
Terracina	Terracina | Terracina(s)	kystby midtvejs mellem Rom og Napoli ved det Tyrrhenske Hav; se kort. ¶ italiensk by ved kysten syd for Rom; se kort. ¶ se kort.	1835	1835 1842	14	Søndagsblad. Et æsthetisk Ugeskrift	200	3	v14:200 (1835); v14:228 (1842); v14:339 (1842)	high	in-register+se-kort+head-noun+located+place-type	geo-3165762
Teufelsbrücke	Teufelsbrücke	(tysk) djævlebroen.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	156	1	v14:156 (1831)	high	in-register	place-000040
Tharandt	Tharand	Tharandt; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	167	1	v14:167 (1831)	high	se-kort	
Theben	Theben	daværende grænseby; se kort.	1842	1842	14	En Digters Bazar	562	1	v14:562 (1842)	high	se-kort+head-noun+place-type	
Therapia	Therapia	by på Bosporusstrædets vestbred, ca. 30 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	493	1	v14:493 (1842)	high	se-kort+head-noun+located+place-type	
Timok	En lille Flod	Timok; se kort.	1842	1842	14	En Digters Bazar	520	1	v14:520 (1842)	high	se-kort	
Tinos	Tenos, Delos, Naxos og Toppen af Andros | Tenos	Tinos, Dilos, Naxos, Andros se kort. ¶ Tinos; se kort.	1842	1842	14	En Digters Bazar	380	2	v14:380 (1842); v14:438 (1842)	high	se-kort	
Tivoli	Tivoli	forlystelsesetablissementet Tivoli-Vauxhall ved Paris.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	176	1	v14:176 (1831)	high	in-register	geo-3165624
to Floder	to Floder	Donau og Prut; se kort.	1842	1842	14	En Digters Bazar	504	1	v14:504 (1842)	high	se-kort	
Tolderlund	Tolderlund	herregård nord for Odense, som oprindeligt tilhørte Oluf Bagger, ejedes af Kirstine Marie Iversen, f. Nielsen (1767-1837), enke efter bogtrykker, boghandler og udgiver af Fyens Stifts Journal Christian Henrik Iversen (1748-1827). Nyerup citerer Frederiks 2.s gavebrev på Tolderlund (oprindelig Tollelund) med tilliggende jorder.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	60	1	v14:60 (1829)	high	head-noun+located+place-type	
Tophana	Topschana	Tophana, bydel ca. 4 km øst for Pera.	1842	1842	14	En Digters Bazar	461	1	v14:461 (1842)	medium	located+place-type	
Topschana	Topschana	eller Tophane, forstad ca. 4 km øst for Pera.	1842	1842	14	En Digters Bazar	490	1	v14:490 (1842)	medium	located+place-type	
Torquato Tasso, Lucrezia Borgia	Torquato Tasso, Lucrezia Borgia	operaer fra 1833 af Donizetti; Lucrezia Borgia spillede på Det Kgl. Teater 1859.	1842	1842	14	En Digters Bazar	568	1	v14:568 (1842)	medium	located	
Trajans By	Trajans By	byen er dog ikke identisk med Nikopolis ad Istrum, som Trajan (53-117, romersk kejser fra 98) grundlagde til minde om sejren over dakerne (folkeslag i nuværende Rumænien) 106 e.Kr.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	head-noun+place-type	
Trajans Muur	Trajans Muur	Trajanvolden er et fæstningsværk, som strækker sig fra Donau ved det nuværende Cernavoda˘ i Rumænien til Sortehavet; opført af Trajan, romersk kejser 98-117.	1842	1842	14	En Digters Bazar	501	1	v14:501 (1842)	medium	located	
Trakten är vacker … små berg	Trakten är vacker … små berg	(svensk) egnen er smuk! det som findes og forsvinder for øjet i Italien, gør nu en stor effekt; citat fra Resa til Italien, 1780, 1781, 1782 fra 1786 af den svenske greve, admiral, kunstner og forfatter Carl August Ehrensvärd (1745-1800), s. 33. Hvor H.C. Andersen har »vacker!«, »og«, »efect;« og »berg!« har Ehrensvärd »vacker,«, »och«, »efect,« og »berg.«.	1842	1842	14	En Digters Bazar	576	1	v14:576 (1842)	medium	located	
Trave	Trave	118 km lang flod i den tyske delstat Slesvig-Holsten; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	69	1	v14:69 (1831)	high	in-register+se-kort+place-type	geo-2821483
Travemünde	Travemünde	by ved floden Traves udmunding i Østersøen, nord for Lübeck.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	67	1	v14:67 (1831)	high	in-register+head-noun+located+place-type	geo-2821480
Trieste	Triest	Trieste, italiensk havneby ved grænsen til Slovenien; se kort.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	se-kort+located+place-type	
Troias Slette	Troias Slette	mellem højdedraget ved Hisarlik, hvor Troja menes at have ligget, og havet; se kort over Tyrkiet.	1842	1842	14	En Digters Bazar	431	1	v14:431 (1842)	high	se-kort+place-type	
Tutrakan	Tuturcan	Tutrakan; se kort.	1842	1842	14	En Digters Bazar	510	1	v14:510 (1842)	high	se-kort	geo-726141
Tyrketiden	Tyrketiden	det græske område var under tyrkisk herredømme fra Konstantinopels fald i 1453 og Athens i 1456 indtil frihedskrigens ophør i 1832.	1842	1842	14	En Digters Bazar	389	1	v14:389 (1842)	medium	located	
Tyrol	Tyrol(s) | Tyrol	alpeområde i Østrig og Italien. ¶ region, der strækker sig hen over grænsen mellem Østrig og Italien.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	162	2	v14:162 (1831); v14:253 (1842)	high	in-register+head-noun+place-type	geo-2763587
Uelzen	Uelzen	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	88	1	v14:88 (1831)	high	in-register+se-kort	geo-6557455
Valencia	Valencia(s)	region i Sydspanien.	1842	1842	14	En Digters Bazar	219	1	v14:219 (1842)	high	head-noun+located+place-type	
Vandfaldene ved Tivoli	Vandfaldene ved Tivoli	floden Aniene (en biflod til Tiberen) danner et vandfald ved Tivoli. Efter at floden rev en del af byen med sig i 1826, ændredes flodens løb, således at den faldt i kaskader, hvoraf den største blev en stor attraktion. Jf. s. 174.	1842	1842	14	En Digters Bazar	320	1	v14:320 (1842)	high	head-noun+located+place-type	
Varna	Warna	Varna, by ved Sortehavet i det nuværende Bulgarien; se kort.	1842	1842	14	En Digters Bazar	502	1	v14:502 (1842)	high	se-kort+located+place-type	
Velletri	Velletri	se kort.	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort	
Verdun	Verdun	formentlig Vardim; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Verona	Verona	se kort.	1842	1842	14	En Digters Bazar	261	1	v14:261 (1842)	high	in-register+se-kort	geo-3164527
Vesuv	Vesuv	vulkan 10 km sydøst for Napoli; se kort.	1842	1842	14	En Digters Bazar	228	1	v14:228 (1842)	high	se-kort+head-noun+located+place-type	
Via Toledo	Toledogade	Via Toledo, hovedgade i Napoli.	1842	1842	14	En Digters Bazar	363	1	v14:363 (1842)	medium	located+place-type	
Vidin	Widdin	Vidin; se kort.	1842	1842	14	En Digters Bazar	516	1	v14:516 (1842)	high	se-kort	geo-725905
Vierlandene	Vierlandene	Vierlande. Landskab ved Hamborg bestående af fire kirkesogne.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	medium	located+place-type	
Villa Borghese	Villa Borghese	Borghesefamiliens sommerpalads, opført 1613-1614 med tilhørende anlagt park.	1842	1842	14	En Digters Bazar	310	1	v14:310 (1842)	high	in-register	geo-6946429
Villafranca di Verona	Villa franca	Villafranca di Verona, ca. 25 km fra Mantova, som er domineret af Sgaligernes kolossale fæstning Castello Scaligero; se kort.	1842	1842	14	En Digters Bazar	262	1	v14:262 (1842)	high	se-kort	
Vukovar	Yucavar	Vukovar, 50 km vest for Novi-Sad; se kort.	1842	1842	14	En Digters Bazar	543	1	v14:543 (1842)	high	se-kort	geo-3187047
Waizen	Waizen	tysk navn for Vác; se kort.	1842	1842	14	En Digters Bazar	559	1	v14:559 (1842)	high	se-kort	
Walhalla	Valhalla	Walhalla, marmortempel opført 1830-1842 ved Donaufloden 10 km øst for Regensburg (se kort) af Klenze, på foranledning af Ludwig 1. af Bayern. Det er opkaldt efter gudernes bolig i nordisk mytologi og rummer buster af betydningsfulde personer i den tyske historie.	1842	1842	14	En Digters Bazar	246	1	v14:246 (1842)	high	se-kort+place-type	geo-2814751
Wandsbeck	Wandsbeck	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	72	1	v14:72 (1831)	high	se-kort	
Wesenitz	Wesenitz	biflod til Elben; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	150	1	v14:150 (1831)	high	in-register+se-kort+head-noun+located+place-type	geo-2810656
Willenscharen	Willenscharen	(tysk) viljeskarer; by mellem Neumünster (se kort) og Itzehoe.	1842	1842	14	En Digters Bazar	223	1	v14:223 (1842)	high	se-kort+located+place-type	
Zea	Zea	eller Tzia; ø i det Ægæiske Hav, sydøst for Attika; del af øgruppen Kykladerne; se kort.	1842	1842	14	En Digters Bazar	397	1	v14:397 (1842)	high	se-kort+located+place-type	
Zemin	Semlin	Zemin; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
Zibru	Zibru	Corabia (Cibaˇr), 15 km før Lom; se kort.	1842	1842	14	En Digters Bazar	517	1	v14:517 (1842)	high	se-kort	
Zimnicea	Simnitza	Zimnicea; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	geo-662187
Ægina	Ægina	(Ejina, evt. Egina); se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort	
Çanakkale	store Dardanel-By	Çanakkale; se kort.	1842	1842	14	En Digters Bazar	448	1	v14:448 (1842)	high	se-kort	geo-749780
Érd	Erdød	Érd; se kort.	1842	1842	14	En Digters Bazar	550	1	v14:550 (1842)	high	se-kort	
Ørk	Ørk	ørken.	1842	1842	14	En Digters Bazar	578	1	v14:578 (1842)	high	head-noun+place-type	
Østerrigs stærkeste Fæstning	Østerrigs stærkeste Fæstning	den middelalderlige fæstning blev genopbygget af østrigerne efter 1699.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	head-noun+place-type	
østerrigske Soldater	østerrigske Soldater	den nordlige italienske region, Lombardiet, hørte under Østrig 1713-1796 og igen efter Napoleons endelige fald 1815, nu som en del af kongeriget Lombardiet-Venetien.	1842	1842	14	En Digters Bazar	262	1	v14:262 (1842)	high	head-noun+place-type	
