place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Silistra	Silistria	Silistra, grænseby ved Donau i det nuværende Bulgarien; se kort.	1842	1842	14	En Digters Bazar	498	1	v14:498 (1842)	high	se-kort+located+place-type	geo-727221
Silistria	Silistria	Silistra blev en vigtig tyrkisk befæstning og handelscenter i 1400-tallet; se kort.	1842	1842	14	En Digters Bazar	510	1	v14:510 (1842)	high	se-kort	
Siljan	Siljan(s) | Siljans Søen	se kort 1-2. ¶ Siljan; se kort 1-2.	1851	1851	15	I Sverrig	20	2	v15:20 (1851); v15:85 (1851)	high	se-kort	
Sintra	Cintra	Sintra, gammel kongeby 32 km nordvest for Lissabon. ¶ Sintra, gammel kongeby i bjergene nordvest for Lissabon. Her besøgte H.C. Andersen 26. juli-8. august José O’Neill, der levede ugift som rentier, i Santa Maria, en lille forstad lige over Sintra.	1868	1868 1869	15 18	Et Besøg i Portugal 1866	429	2	v15:429 (1868); v18:315 (1869)	medium	located+place-type	
Siracusa	Syracusa	Siracusa; se kort.	1842	1842	14	En Digters Bazar	359	1	v14:359 (1842)	high	se-kort	geo-2523083
Skage	Skage(n)	odde.			8	(untitled)	380	1	v8:380 ()	high	head-noun+place-type	
Skeppsholmen	Skibsholmen	Skeppsholmen; lille ø i Saltsjön i det centrale Stockholm. I perioden 1634-1968 var øen Stockholms flådestation.	1851	1851	15	I Sverrig	57	1	v15:57 (1851)	high	head-noun+located+place-type	
Skibet	Skibet	fra Oehlenschlägers digt »Til Havet« i kapitel 29 af Øen i Sydhavet, 1824. ¶ jf. Oehlenschlägers digt »Til Havet« i kapitel 29 af Øen i Sydhavet, 1824.	1831	1831 1832	7	Phantasier og Skizzer	252	2	v7:252 (1831); v7:324 (1832)	medium	located+place-type+split-ellipsis	
Skolen	Skolen	Borgerdydskolen på Christianshavn (nuværende Vestre Borgerdyd Gymnasium).	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	124	1	v18:124 (1869)	medium	located+place-type	
Skuet af	Skuet af	Moses skuede ind i det forjættede land fra Nebo bjerg i Jordan, 5. Mosebog 34,1-5.	1842	1842	14	En Digters Bazar	441	1	v14:441 (1842)	medium	located+place-type+split-ellipsis	
Skåne	Skaane	Skåne; det sydligste landskab i Sverige.	1851	1851	15	I Sverrig	13	1	v15:13 (1851)	high	head-noun+located+place-type	
Slien	Slien	fjord ved Slesvig, som indgik i Danmarks sydlige grænseværn fra Dannevirke over Østervolden til Eckernförde Bugt.			8	Fædrelandske Vers og Sange under Krigen	170	2	v8:170 (); v8:257 ()	high	head-noun+located+place-type	
Slot	Slot	øen Stadsholmen, hvor blandt andet Stockholms slott findes.	1851	1851	15	I Sverrig	61	1	v15:61 (1851)	high	head-noun+place-type+split-ellipsis	
Slotspladsen	Slotspladsen	pladsen ved Christiansborg. ¶ pladsen ved Christiansborg Slot {F3-F4-E3-E4}.	1838	1838 1850	1 9	Tre Digtninger	299	2	v9:299 (1838); v1:462 (1850)	high	head-noun+located+place-type	
Slotsruinen	Slotsruinen	slottet er udbygget utallige gange siden 900-tallet; det brændte 1811 og blev først rekonstrueret 1953-68.	1842	1842	14	En Digters Bazar	561	1	v14:561 (1842)	high	head-noun+place-type	
Slottet	Slottet	Sorgenfri Slot i Lyngby, opført som adeligt landsted 1705-1706 og blev i 1730 overtaget af kongehuset; Christian 8. og Caroline Amalies sommerresidens. ¶ Odense Slot. Bygget på resterne af Sankt Hans Kloster. I 1575 påbegyndte Frederik 2. en omfattende ombygning med henblik på at omdanne klostret til kongsgård. I 1720 indledte Frederik 4. en udbygning af stedet og omdøbte det til Odense Slot. I 1860 blev der indrettet museum i slottet, og i 1907 blev det overtaget af Odense Kommune. ¶ Frederiksborg Slot. Opført 1602-1625 til Christian 4.	1832	1832	8 16	Levnedsbog	69	3	v16:69 (1832); v16:128 (1832); v8:207 ()	high	located+place-type+head-noun	
Slottet Chillon	Slottet Chillon	middelalderborg ved Genèvesøen (Lac Léman) tæt ved Montreux.	1836	1836	7	Af Digte	489	1	v7:489 (1836)	high	head-noun+located+place-type	
Slottet Graasteen	Slottet Graasteen	hovedgård i Sønderjylland ved Gråsten, tilhørte på H.C. Andersens tid hertugen af Augustenborg.	1863	1863	3	Bemærkninger	374	1	v3:374 (1863)	high	head-noun+located+place-type	
Slottet Hohenschwangau	Slottet Hohenschwangau	kongeligt lystslot ved Schwangau mellem alperne og floden Lech nær grænsen til østrigsk Tyrol; slottet, som længe havde henligget som ruin, købtes 1832 af daværende kronprins Maximilian og genopførtes.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	150	1	v18:150 (1869)	medium	located+place-type	
Slottet i Pillnitz	Slottet i Pillnitz	slot ved Dresden, bygget som sommererresidens for kurfyrster og konger af Sachsen. Slottet blev 1720-1723 udvidet med to kinesisk inspirerede barokpavillioner og 1788-1826 med Neues Palais i japansk stil.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	149	1	v14:149 (1831)	high	head-noun+located+place-type	
Slottet Rosenborg	Slottet Rosenborg	Rosenborg Slot {B6-B7}, opført 1606-1634; spejlkabinettet blev opført til Frederik 4. ca. 1700 efter fransk forbillede som den inderste og mest intime del af kongens suite med forbindelse til sovegemakket.	1838	1838	9	Tre Digtninger	313	1	v9:313 (1838)	high	head-noun+place-type+split-ellipsis	
Smyrna	Smyrna	det græske navn for Izmir; se kort. ¶ (Smirni) nu Izmir på den tyrkiske Ægæerhavskyst; se kort.	1842	1842	14	En Digters Bazar	351	3	v14:351 (1842); v14:395 (1842); v14:438 (1842)	high	se-kort	
Snurren	Snurren	formodentlig et værtshusnavn; også navn på en gade i Odense på romanens tid.	1837	1837	5	Kun en Spillemand	155	1	v5:155 (1837)	medium	located+place-type	
Sollerön	Soller-Øen	Sollerön; ø i Siljan.	1851	1851	15	I Sverrig	90	1	v15:90 (1851)	high	head-noun+located+place-type	
Solna	Solna	H.C. Andersen var 9. juli 1849 ved Solna kirke (nordvest for Stockholm) med Bernhard von Beskow.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	95	1	v18:95 (1869)	medium	located+place-type	
Sophie Gade	Sophie Gade	Sophie Gade, gift med Niels W. Gade og datter af J.P.E. Hartmann, døde 15. juni 1855 af komplikationer efter fødslen af tvillingerne Emma og Felix 20. maj; H.C. Andersen deltog i hendes begravelse 21. juni.			8	(untitled)	289	1	v8:289 ()	high	head-noun+place-type	
Sorrent	Sorrent	Portici og Sorrento på kysten syd for Napoli; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	195	1	v14:195 (1835)	high	se-kort+located+place-type+split-ellipsis	
Sorrento	Sorrento	se kort.	1842	1842	14	En Digters Bazar	354	1	v14:354 (1842)	high	se-kort	
Spandau	Spandau	borganlæg ved Berlin, hvis ældste dele stammer fra midten af det 11. århundrede. I dag også navnet på vestlig forstad til Berlin.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	179	1	v14:179 (1831)	high	in-register+located	geo-7290252
Spanien	Spanien	Spanien; floden Tajo udspringer i Spanien og udmunder i Portugal, mens Ebro kun løber i Spanien.	1833	1833	7	Aarets tolv Maaneder, Tegnede med Blæk og Pen	373	1	v7:373 (1833)	high	head-noun+place-type	
Spaniens Roeskilde	Spaniens Roeskilde	Roskilde Domkirke er tilsvarende den danske kongefamilies gravsted.	1863	1863	15	I Spanien	401	1	v15:401 (1863)	high	head-noun+place-type	
Sparta	Sparta	græsk by, i oldtiden det politiske centrum i bystaten af samme navn. ¶ græsk bystat, rivaliserede med Athen. Erobrede ca. 700 f.Kr. Lakedaimon og Messenien. Spartas magtposition ophørte med to nederlag til Theben i 371 og 362 f.Kr.	1842	1842 1862	3 14	En Digters Bazar	376	2	v14:376 (1842); v3:27 (1862)	high	in-register+place-type	geo-253394
Speilkabinet	Speilkabinet	Rosenborg Slot {B6-B7}, opført 1606-1634; spejlkabinettet blev opført til Frederik 4. ca. 1700 efter fransk forbillede som den inderste og mest intime del af kongens suite med forbindelse til sovegemakket.	1838	1838	9	Tre Digtninger	313	1	v9:313 (1838)	high	head-noun+place-type+split-ellipsis	
Sphinx	Sphinx	fabeldyr med menneskehoved og dyrekrop; her den mægtige sfinks i ørkenen ved Giza, Ægypten.	1861	1861	2	Det nye Aarhundredes MusaMusa	386	1	v2:386 (1861)	medium	located+place-type	
Spiegelberg	Spiegelberg(s)	fæstningen Spielberg ved Brunn i Mähren, hvor Silvio Pellico havde siddet fængslet.	1837	1837	5	Kun en Spillemand	225	1	v5:225 (1837)	high	head-noun+place-type	
Spitsbergen	Spitsberg(s) | Spitsbergen	Spitsbergen; den største ø i øgruppen Svalbard i Barentshavet. ¶ øgruppe beliggende i Hvidehavet nord for Norge.	1842	1842	8 14	En Digters Bazar	498	2	v14:498 (1842); v8:20 ()	high	head-noun+place-type+located	
Spoleto	Spoleto	by nord for Rom i Appenninerne. ¶ se kort.	1835	1835 1842	4 14	Improvisatoren	311	2	v4:311 (1835); v14:289 (1842)	high	in-register+head-noun+located+place-type+se-kort	geo-3166236
Springflod	Springflod(en)	højeste flod, højvande.	1868	1868	3	Bemærkninger	382	1	v3:382 (1868)	high	head-noun+place-type	
Sprogö	Sprogö	ø midt i Storebælt.			8	(untitled)	146	1	v8:146 ()	high	head-noun+located+place-type	
St Knuds Kirkegaard	St Knuds Kirkegaard	kirkegård ved Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	61	1	v16:61 (1832)	medium	located+place-type	
St Knuds Kirketaarn	St Knuds Kirketaarn	tårnet på Odense domkirke, Sankt Knuds Kirke.	1832	1832	16	Levnedsbog	104	1	v16:104 (1832)	high	head-noun+located+place-type	
St Luzia	St Luzia	gade i Napoli; H.C. Andersen boede i nr. 28.	1846	1846	16	Mit eget Eventyr uden Digtning	323	1	v16:323 (1846)	high	head-noun+located+place-type	
St. Anna Kapel	St. Anna Kapel	her tænkes formentlig på Garnisons Kirke, der på Sankt Annæ Plads, tæt ved Bredgade.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	57	1	v17:57 (1855)	medium	located+place-type	
St. Denis	St. Denis	by nord for Paris, i hvis klosterkirke de franske kongers kister er hensat.	1836	1836	4	O. T.	401	1	v4:401 (1836)	high	head-noun+located+place-type	
St. Gallen	St. Gallen	by i Schweiz; se kort. ¶ se kort.	1842	1842 1858	14 15	En Digters Bazar	243	2	v14:243 (1842); v15:154 (1858)	high	se-kort+head-noun+located+place-type	
St. Germain	St. Germain	by i Nordfrankrig; her lå et kongeligt slot, som Ludvig 14. efter at have forlagt residensen til Versailles i 1682 overlod til den engelske konge Jakob 2., der i 1688 var blevet fordrevet pga. sine katolske sympatier. Uviljen mod katolikkerne skyldtes, at disse mistænktes for at være støttet af fremmede katolske magter, især Frankrig. Den engelske krone blev efter Jakobs flugt overdraget til den protestantiske nederlandske statholder Vilhelm af Oranien, g.m. Jakobs datter Marie.Ved Jakobs død 1701 anerkendte Ludvig 14. til englændernes forbitrelse hans søn af samme navn som engelsk konge.	1832	1832	10	Bruden fra Lammermoor	174	1	v10:174 (1832)	high	head-noun+located+place-type	
St. Hans’s Kirke	St. Hans’s Kirke	tidligere klosterkirke for johannitterordenen, bygget i 1400-tallet.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	59	1	v14:59 (1829)	high	head-noun+place-type	
St. Knuds Kirke	St. Knuds Kirke(taarn)	den nuværende domkirke på Klosterbakken i Odense.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	64	1	v17:64 (1855)	high	head-noun+located+place-type	
St. Knuds Kloster	St. Knuds Kloster	benediktinerkloster, stiftet af Erik Ejegod ca. 1100, lå syd for St. Knuds Kirke.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	head-noun+place-type	
St. Lucia	St. Lucia	gade i Napoli, hvor H.C. Andersen logerede (nr. 28).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	330	1	v17:330 (1855)	high	head-noun+located+place-type	
St. Luis	St. Luis	se kort.	1868	1868	15	Et Besøg i Portugal 1866	446	1	v15:446 (1868)	high	se-kort	
Stadt Hamburg	Stadt Hamburg	(tysk) Hamborg på Elbens enge, / Hvor er du statelig at skue. Citat fra den afsluttende sang i Georg Nikolaus Bärmanns (1785-1850) skuespil Bürgertreue. Ein vaterstädtisches Schauspiel in drei Akten, 1828 (borgertroskab).	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	80	1	v14:80 (1831)	high	head-noun+place-type+split-ellipsis	
Stamsæde	Stamsæde(t)	gods, hvorfra en (adelig) slægt stammer, eller som har været i dens eje i mange generationer.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	55	1	v14:55 (1829)	high	head-noun+place-type	
Staubbach	Staubbach	300 m højt vandfald i Lauterbrunnenthal.	1862	1862	2	Iisjomfruen	393	1	v2:393 (1862)	medium	located+place-type	
Steenkister	Steenkister	i Vreta Kloster, nordvest for Linköping, findes en række gravmonumenter, bl.a. over de svenske konger Inge den Yngre (ca. 1110-1118 konge sammen med broderen Filip, 1118-1125 enekonge) og Magnus Nilssön; gravmonumenterne er dog først bygget i slutningen af 1500-tallet, mens klosteret selv brændte ned i 1248 og en ny kirke i dens sted indviedes 1289.	1840	1840	9	Billedbog uden Billederjf. den tyske komponist Felix Mendelssohn-Bartholdys (1809-1847) klaverstykker <i>Lieder ohne Worte</i>, 1829-1845 (sange uden ord).Billedbog uden Billeder	394	1	v9:394 (1840)	medium	located+place-type+split-ellipsis	
Stegeborgs Ruiner	Stegeborgs Ruiner	gods beliggende på en holm i Slätbaken. Det var oprindeligt et fæstningsanlæg fra 1200-tallet, der i de følgende århundreder blev omdannet til et kongeligt renæssanceslot, men som forfaldt fra slutningen af 1600-tallet.	1851	1851	15	I Sverrig	51	1	v15:51 (1851)	high	head-noun+located+place-type	
Steinach	Steinach	se kort.	1842	1842	14	En Digters Bazar	256	1	v14:256 (1842)	high	se-kort	
Stephan Dussan	Stephan Dussan	under Stefan Dusˇan (1308-1355, konge af Serbien 1331-1346 og kejser af serbere og grækere fra 1346) havde landet sin storhedstid. Beograd (se kort) er dog kendt helt fra oldtiden og kom under serbisk herredømme 1284.	1842	1842	14	En Digters Bazar	522	1	v14:522 (1842)	high	se-kort	
Stephans Taarnet	Stephans Taarnet	tårnet på Wiens domkirke St. Stephan, påbegyndt i 1100-tallet og ombygget i gotisk stil i 1300- og 1400-tallet.	1842	1842	14	En Digters Bazar	563	1	v14:563 (1842)	high	head-noun+located+place-type	
Stifts-Provsten	Stifts-Provsten	Stephan Tetens var fra 1811-1819 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn.	1846	1846	16	Mit eget Eventyr uden Digtning	192	1	v16:192 (1846)	medium	located+place-type	
Stiftsprovsten	Stiftsprovsten	Stephan Tetens var fra 1811 sognepræst ved St. Knuds Kirke i Odense samt stiftsprovst for Fyn; sognekapellan ved kirken var fra 1816 Andreas Frederik Wiberg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	32	1	v17:32 (1855)	medium	located+place-type+split-ellipsis	
Stige	Stige	landsby i Lumby sogn nord for Odense ved Odense Kanal, der fungerede som byens ladeplads og udskibningssted; jf. Levnedsbog s. 26.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	52	1	v14:52 (1829)	high	head-noun+located+place-type	
Strada Balbi	Strada Balbi	hovedgade i Genova.	1851	1851	15	I Sverrig	58	1	v15:58 (1851)	high	head-noun+located+place-type	
Stranden	Stranden	havet.	1864	1864	13	Paa Langebrovar tidligst anlagt et stykke nordligere end den nuværende Langebro; den lå i linje med byens vold i sydvest, i forlængelse af den nuværende Langebrogade på Christianshavn, og førte over Kalvebodsstrømmen til Christians Brygge.Langebro	339	1	v13:339 (1864)	high	head-noun+place-type	
Stromboli	Stromboli	vulkanø i øgruppen de Lipariske Øer nord for Sicilien; se kort. ¶ aktiv vulkanø i den italienske øgruppe De Lipariske Øer nord for Sicilien.	1842	1842 1855	14 17	En Digters Bazar	354	2	v14:354 (1842); v17:215 (1855)	high	in-register+se-kort+located+place-type	geo-10376243
Stævns Klint	Stævns Klint	der tænkes på Højerup Kirke fra 1200 i Stevns Herred, som længe var truet af nedstyrtning på grund af havets udhuling af klinten. Et sagn fortæller dog, at dette ikke vil ske, da kirken »hver Julenat hopper ... et Hanefjed længer ind i Landet«, Thiele 1, 1, 83.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	68	1	v14:68 (1831)	medium	located+place-type+split-ellipsis	
Stör	Flod	Stör, en biflod til Elben.	1842	1842	14	En Digters Bazar	222	1	v14:222 (1842)	medium	located+place-type	
Støren	Støren	floden Stör.	1842	1842	14	En Digters Bazar	223	1	v14:223 (1842)	high	head-noun+place-type	
Sulitelma, Øens Øie	Sulitelma, Øens Øie	højfjeldsmassiv i Lappland ved grænsen mellem Sverige og Norge. Det samiske navn er blevet oversat med såvel øens øje som øens tærskel og solens øje. Se kort 1.	1851	1851	15	I Sverrig	13	1	v15:13 (1851)	high	se-kort	
Sumen	Schumla	Sumen, nu Kolarovgrad (se kort). Tyrkernes hovedkvarter,ˇ hvorfra de standsede den russiske fremrykning flere gange, således i 1828; i 1829 lykkedes det imidlertid Diebitsch at gå udenom.	1842	1842	14	En Digters Bazar	518	1	v14:518 (1842)	high	se-kort	
Sundet	Sundet	Øresund.	1851	1851	15	I Sverrig	124	1	v15:124 (1851)	high	head-noun+place-type	
Suniums Ruiner	Suniums Ruiner	på Kabo Kolones, i dag Sunio, Attikas sydøstligste forbjerg (se kort), ligger ruiner af bygninger fra 500-tallet f.Kr. og af en Poseidon-helligdom fra 400-tallet f.Kr. samt af en Athena- og en Frontis-helligdom.	1842	1842	14	En Digters Bazar	432	1	v14:432 (1842)	high	se-kort+place-type	
Svindinge	Svindinge	sogn på Fyn nær Storebælt i det, der dengang var Gudme herred.	1849	1849	5	De to Baronesser	302	1	v5:302 (1849)	high	head-noun+located+place-type	
Svisjtov	Sistowa	Svisjtov; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Svärdsjö	Svardsjø	Svärdsjö; se kort 2.	1851	1851	15	I Sverrig	93	1	v15:93 (1851)	high	se-kort	
Sydlands-Ø	Sydlands-Ø	fjerntliggende ø langt mod syd.	1830	1830	7	Digte	136	1	v7:136 (1830)	high	head-noun+place-type	
Sydspids	Sydspids	Punta Marroqui ved Tarifa er dog sydligere, se kort.	1863	1863	15	I Spanien	326	1	v15:326 (1863)	high	se-kort	
Sylt	Sylt	øen Sild.	1849	1849	5	De to Baronesser	388	1	v5:388 (1849)	high	head-noun+place-type	
Syra	Syra | Syra(s)	Siros (Syros), en del af øgruppen Kykladerne i det Ægæiske Hav; se kort. ¶ Syros (Siros); se kort. ¶ Syros (Siros), en del af øgruppen Kykladerne i det Ægæiske Hav; se kort.	1842	1842	14	En Digters Bazar	351	3	v14:351 (1842); v14:378 (1842); v14:438 (1842)	high	se-kort+place-type	
Sälens By	Sälens By	se kort 2.	1851	1851	15	I Sverrig	94	1	v15:94 (1851)	high	se-kort	
Särna	Sernasogn	Särna; se kort 2.	1851	1851	15	I Sverrig	117	1	v15:117 (1851)	high	se-kort	
Säter	Säther	Säter; se kort 2.	1851	1851	15	I Sverrig	110	1	v15:110 (1851)	high	se-kort	
Säterdalen	Sæther-Dalen	Säterdalen; snæver v-formet dal med rig natur mellem byen Säter og Dalälven. Se kort 2.	1851	1851	15	I Sverrig	81	1	v15:81 (1851)	high	se-kort+place-type	
Sète	Cette	Sète, fransk by ved Middelhavet, som H.C. Andersen passerede på rejsen mod Spanien.	1863	1863	15	I Spanien	353	1	v15:353 (1863)	medium	located+place-type	
Sölleröd	Sölleröd	Ingeborg og Adolph Drewsen blev gift i Søllerød 18. oktober 1826.			8	(untitled)	183	1	v8:183 ()	high	head-noun+place-type	
Sø	Sø	hav.	1836	1836 1837	1 4 8	O. T.	457	3	v4:457 (1836); v1:156 (1837); v8:418 ()	high	head-noun+place-type	
Søe	Søe	hav.	1846	1846	16	Mit eget Eventyr uden Digtning	193	1	v16:193 (1846)	high	head-noun+place-type	
Søemandskunsten	Søemandskunsten	ifølge traditionen skal Christian 4. som dreng have lært at sejle på Skanderborg Sø i et specialbygget skib. Informationen kendes dog kun fra én samtidig kilde, hofprædikant Laurits Jacobsens ligprædiken over Christian 4., og det er usikkert, om den er sand.	1832	1832	16	Levnedsbog	160	1	v16:160 (1832)	medium	located+place-type+split-ellipsis	
Søen	Søen	havet. ¶ ifølge traditionen skal Christian 4. som dreng have lært at sejle på Skanderborg Sø i et specialbygget skib. Informationen kendes dog kun fra én samtidig kilde, hofprædikant Laurits Jacobsens ligprædiken over Christian 4., og det er usikkert, om den er sand.	1832	1832 1838 1842 1855	1 14 16 17	Levnedsbog	160	4	v16:160 (1832); v1:197 (1838); v14:432 (1842); v17:129 (1855)	high	head-noun+place-type+located+split-ellipsis	
Tajo	Tajo(s) | Tajo	floden Tajo udspringer i Spanien og udmunder i Portugal. ¶ flod, der udspringer i Østspanien og munder ud i Atlanterhavet ved Lissabon.	1863	1863	8 15	I Spanien	393	2	v15:393 (1863); v8:342 ()	high	head-noun+place-type+located	
Tanger	Tanger	se kort.	1863	1863	15	I Spanien	327	1	v15:327 (1863)	high	se-kort	
Taormina	Taormina	se kort.	1842	1842	14	En Digters Bazar	358	1	v14:358 (1842)	high	in-register+se-kort	geo-2522975
Taterqvinden Langemargrethe	Taterqvinden Langemargrethe	den historiske Langemargrethe, Anne Margrethe Sørensdatter, døde i Viborg Tugthus. Det lokalsagn fra Nørre-Wosborg, som H.C. Andersen hentyder til, er ikke den virkelige Langemargrethe, men er optegnet af den engelske rejsende Horace Marryat, der samtidig med H.C. Andersen besøgte gården (17. juli 1859), i hans bog A Residence in Jutland, the Danish Isles, and Copenhagen, II, 1860, s. 200-202. H.C. Andersens version af historien genfindes i Evald Tang Kristensen Danske Sagn, 1. Række IV, 1896, nr. 1588.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	211	1	v18:211 (1869)	medium	located+place-type	
Teatro Alibert	Teatro Alibert	bygget i begyndelsen af 1700-tallet på Via Margutta og nedbrændt i 1863. Det var det største teater i Rom i sin tid og berømt bl.a. for sine karnevalsballer.	1842	1842	14	En Digters Bazar	335	1	v14:335 (1842)	high	in-register	place-000058
Tenedos	Tenedos	ø ud for Troja (tyrkisk Bozcaada); se kort over Tyrkiet. I Iliaden gemmer den græske flåde sig bag øen, for at få trojanerne til at tro, de er flygtet.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	high	se-kort+head-noun+place-type	
Terni	Terni	by 50 km nord for Nepi. ¶ se kort.	1835	1835 1842	4 14	Improvisatoren	309	2	v4:309 (1835); v14:281 (1842)	high	in-register+head-noun+located+place-type+se-kort	geo-3165771
Terracina	Terracina | Terracina(s) | Terrazina	kystby ca. 125 km nord for Napoli. ¶ kystby midtvejs mellem Rom og Napoli ved det Tyrrhenske Hav; se kort. ¶ italiensk by ved kysten syd for Rom; se kort. ¶ se kort. ¶ italiensk kystby syd for Napoli. ¶ Terracina; kystby 90 km sydøst for Rom.	1835	1835 1842 1855 1868	4 14 15 17	Improvisatoren	196	6	v4:196 (1835); v14:200 (1835); v14:228 (1842); v14:339 (1842); v17:151 (1855); v15:423 (1868)	high	in-register+head-noun+located+place-type+se-kort	geo-3165762
Teufelsbrücke	Teufelsbrücke	(tysk) djævlebroen.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	156	1	v14:156 (1831)	high	in-register	place-000040
Thalatta, Thalatta	Thalatta, Thalatta	(græsk) havet, havet; citat fra den oldgræske forfatter Xenofon fra Athens krigsreportage Anabasis (marchen ind i landet), IV,7,24 (dansk 1929).	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	87	1	v17:87 (1855)	high	head-noun+place-type	
Tharandt	Tharand	Tharandt; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	167	1	v14:167 (1831)	high	se-kort	
The Thames	Temsen	The Thames, Themsen; engelsk flod, der løber gennem London.	1840	1840	9	Billedbog uden Billederjf. den tyske komponist Felix Mendelssohn-Bartholdys (1809-1847) klaverstykker <i>Lieder ohne Worte</i>, 1829-1845 (sange uden ord).Billedbog uden Billeder	392	1	v9:392 (1840)	medium	located+place-type	
Theben	Theben | Theben (stod i Flammer)	daværende grænseby; se kort. ¶ daværende grænseby.	1842	1842 1855	14 17	En Digters Bazar	562	2	v14:562 (1842); v17:223 (1855)	high	se-kort+head-noun+place-type	
Therapia	Therapia	by på Bosporusstrædets vestbred, ca. 30 km nord for Istanbul; se kort.	1842	1842	14	En Digters Bazar	493	1	v14:493 (1842)	high	se-kort+head-noun+located+place-type	
Thorvaldsens Museum	Museet	Thorvaldsens Museum, tegnet af M.G.B. Bindesbøll og opført 1839-1848.			8	Af	239	1	v8:239 ()	high	in-register	
Thorvaldsen’s Konstværker	Thorvaldsen’s Konstværker	Bellona havde i 1835 været på togt til Middelhavet og bl.a. hjembragt en række af Thorvaldsens værker; dog er der ikke, som H.C. Andersens anfører, tale om »den første Ladning« af Thorvaldsens værker, flådens skibe havde allerede siden 1825 bragt flere af Thorvaldsens værker til København.			8	(untitled)	29	1	v8:29 ()	medium	located+place-type+split-ellipsis	
Thorwaldsen	Thorwaldsen	hovedgård 1 km sydvest for Præstø, hvor Thorvaldsen havde et lille atelier.	1846	1846	16	Mit eget Eventyr uden Digtning	263	1	v16:263 (1846)	high	head-noun+located+place-type+split-ellipsis	
Tiberen	Tiberen(s)	flod, der løber gennem Rom.	1863	1863	15	I Spanien	371	1	v15:371 (1863)	high	head-noun+located+place-type	
Til San Peder de Cordoña	Til San Peder de Cordoña	oversat fra Oskar 2. nr. 68 s. 391, jf. Der Cid s. 245. Cid blev begravet i klosteret San Pedro de Cardeña ved Burgos (se kort), jf. s. 210.	1863	1863	15	I Spanien	247	1	v15:247 (1863)	high	se-kort	
Timok	Timok	Timok; se kort.	1842	1842	14	En Digters Bazar	520	1	v14:520 (1842)	high	se-kort	
Tinos	Tenos	Tinos, Dilos, Naxos, Andros se kort. ¶ Tinos; se kort.	1842	1842	14	En Digters Bazar	380	2	v14:380 (1842); v14:438 (1842)	high	se-kort	
Tivoli	Tivoli	if. et sagn opdagede en bondepige, Kirsten Piil, i 1500-tallet en kilde i Dyrehaven. Kilden blev i 1700-tallet et valfartssted; omkring det udviklede Dyrehavsbakkens forlystelser sig. Dyrehaven var, indtil Tivoli blev åbnet for offentligheden, forlystelsesattraktion nr. 1 for københavnerne.	1849	1849	12	Meer end Perler og Guld	489	1	v12:489 (1849)	medium	located+place-type+split-ellipsis	geo-3165624
Tivoli (Italien)	Tivoli	by øst for Rom ved foden af Sabinerbjergene. ¶ lille by 26 km øst for Rom med berømt vandfald og mange springvand (italiensk: cascade). ¶ se kort. ¶ lille by 26 km øst for Rom med berømt vandfald og mange springvand.	1835	1835 1837 1855 1870	4 5 15 17	Improvisatoren	296	4	v4:296 (1835); v5:261 (1837); v17:140 (1855); v15:491 (1870)	high	in-register+head-noun+located+place-type+se-kort	geo-3165624
